SimulationTime,AverageNeurons,MedianNeurons,MinNeurons,MaxNeurons,AverageConnections,MedianConnections,MinConnections,MaxConnections,TotalCreatures
6000.05029296875,22.1,22.0,18,28,88.3,91.0,67,106,162
